NAME,STATEFP,STATE_ABBR,SCOPE,CATEGORY,OWNER_CLASS,ITEM_TYPE,DATASET_NAME,SOURCE_ACCREDITATION,URL,DATA_AGE,DESCRIPTION,APPLICABLE_SYSTEM_TYPES,MIN_SYSTEM_SIZE_MW,MAX_SYSTEM_SIZE_MW,COST,STATUS,EFFECTIVE_DATE,EXPIRY_DATE,TIMEFRAME_DAYS
,06,CA,state,permit,,,California Lake and Streambed Alteration Program,,https://wildlife.ca.gov/Conservation/LSA,,"Official permitting or permitting-adjacent source for California. Typically includes permit pathways, agency jurisdiction, application guidance, compliance requirements, and supporting permitting references relevant to solar or water-adjacent infrastructure.",,,,,pending,,,14
,06,CA,state,permit,,,California Clean Water Act Section 401 permitting source,,https://www.waterboards.ca.gov/water_issues/programs/cwa401/wrapp.html,,"Official permitting or permitting-adjacent source for California. Typically includes permit pathways, agency jurisdiction, application guidance, compliance requirements, and supporting permitting references relevant to solar or water-adjacent infrastructure.",,,,,expired,"May 28, 2020",,
,06,CA,state,permit,,,California construction stormwater permitting source,,https://www.waterboards.ca.gov/water_issues/programs/stormwater/construction.html,,"Official permitting or permitting-adjacent source for California. Typically includes permit pathways, agency jurisdiction, application guidance, compliance requirements, and supporting permitting references relevant to solar or water-adjacent infrastructure.",,,,,pending,,,
,06,CA,state,regulation,,,Statewide Solar Permitting Standards,,https://www.solarqcgroup.com/solar-incentives/CA/5315/statewide-solar-permitting-standards,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,500.0,amended,,,
,06,CA,state,regulation,,,City of San Francisco - Green Building Code,,https://www.solarqcgroup.com/solar-incentives/CA/3050/city-of-san-francisco-green-building-code,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Building Energy Code. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,06,CA,state,regulation,,,City of San Diego - Sustainable Building Policy,,https://www.solarqcgroup.com/solar-incentives/CA/204/city-of-san-diego-sustainable-building-policy,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,06,CA,state,regulation,,,City of Los Angeles - Green Building Retrofit Requirement,,https://www.solarqcgroup.com/solar-incentives/CA/4708/city-of-los-angeles-green-building-retrofit-requirement,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,09/21/2012,,
,06,CA,state,regulation,,,Green Building Action Plan for State Facilities,,https://www.solarqcgroup.com/solar-incentives/CA/1776/green-building-action-plan-for-state-facilities,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,4/25/2012,,
,06,CA,state,regulation,,,City of Berkeley - Green Building Standards for City Owned and Operated Projects,,https://www.solarqcgroup.com/solar-incentives/CA/2440/city-of-berkeley-green-building-standards-for-city-owned-and-operated-projects,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,200000.0,amended,11/18/2003,,
,06,CA,state,regulation,,,City of Fresno - Installation of Solar Energy Systems in Construction of New City-owned Buildings,,https://www.solarqcgroup.com/solar-incentives/CA/5900/city-of-fresno-installation-of-solar-energy-systems-in-construction-of-new-city-owned-buildings,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,06,CA,state,regulation,,,Net Metering / Net Billing,,https://www.solarqcgroup.com/solar-incentives/CA/276/net-metering,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,0.02,expired,9/28/2008,,180
,06,CA,state,regulation,,,LADWP - Net Metering,,https://www.solarqcgroup.com/solar-incentives/CA/4855/ladwp-net-metering,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,06,CA,state,regulation,,,Interconnection Standards,,https://www.solarqcgroup.com/solar-incentives/CA/779/interconnection-standards,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Interconnection. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,09/13/2012,,
,06,CA,state,regulation,,,City of San Diego - Development Regulations,,https://www.cleanenergyauthority.com/solar-rebates-and-incentives/california/city-san-diego-development-regulations,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,error,,,
,06,CA,state,regulation,,,City of Santa Cruz - Solar Access Ordinance,,https://www.solarqcgroup.com/solar-incentives/CA/1107/city-of-santa-cruz-solar-access-ordinance,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,06,CA,state,regulation,,,California Solar Easement and the Solar Shade Control Act,,https://www.solarqcgroup.com/solar-incentives/CA/294/solar-easement-and-the-solar-shade-control-act,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,,,
,06,CA,state,regulation,,,California Solar Rights Act,,https://www.cleanenergyauthority.com/solar-rebates-and-incentives/california/california-solar-rights-act,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,error,,,
,06,CA,state,regulation,,,Building Energy Code and Solar Requirement,,https://www.energy.ca.gov/programs-and-topics/programs/building-energy-efficiency-standards,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Building Energy Code. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,,,
,06,CA,state,regulation,,,Enhanced Community Renewables Program,,https://www.cpuc.ca.gov/industries-and-topics/electrical-energy/electric-rates/green-tariff-shared-renewables-program,,"Jurisdiction-level solar policy or regulatory requirement in California, categorized as Community Solar Rules. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,10.0,expired,,,
